2020/12/07 18:53:45,21850,하강,-1.3544018058690765,3864
2020/12/07 19:18:39,21850,하락,(-1.35%),3864
2020/12/09 14:50:41,21600,보합,(0.7%),2333
2020/12/09 14:58:34,21600,보합,(0.7%),2345
2020/12/09 15:14:02,21600,보합,(0.7%),2370
2020/12/09 15:29:50,21600,보합,(0.7%),2370
2020/12/09 16:49:53,21600,보합,(0.7%),2381
2020/12/09 16:52:55,21600,보합,(0.7%),2381
2020/12/11 16:26:39,21450,하락,(-0.92%),4967
2020/12/11 16:43:33,21450,하락,(-0.92%),4967
2020/12/11 17:02:52,21450,하락,(-0.92%),4967
2020/12/12 05:33:25,21450,하락,(-0.92%),4967
2020/12/12 05:35:25,21450,하락,(-0.92%),4967
2020/12/14 14:37:23,20950,하락,(-2.33%),2696
2020/12/14 14:50:00,21200,하락,(-1.17%),2744
2020/12/14 15:03:27,21200,하락,(-1.17%),2945
2020/12/14 15:18:16,21200,하락,(-1.17%),2945
2020/12/14 15:33:13,21200,하락,(-1.17%),2945
2020/12/14 16:09:08,21200,하락,(-1.17%),2945
2020/12/14 16:23:21,21200,하락,(-1.17%),2945
2020/12/14 16:56:33,21200,하락,(-1.17%),2945
2020/12/22 00:00:04,20900,상승,(5.82%),13239
2021/01/04 14:29:39,24800,상승,(2.48%),6232
2021/01/04 14:42:51,24800,상승,(2.48%),6358
