2020/12/07 18:57:01,771000,하강,-1.9083969465648831,1378
2020/12/07 19:22:00,771000,하락,(-1.91%),1378
2020/12/09 14:53:55,766000,하락,(-0.13%),1055
2020/12/09 15:01:50,766000,하락,(-0.13%),1066
2020/12/09 15:16:19,766000,하락,(-0.13%),1084
2020/12/09 15:33:11,766000,하락,(-0.13%),1148
2020/12/09 16:52:32,766000,하락,(-0.13%),1148
2020/12/09 16:55:05,766000,하락,(-0.13%),1148
2020/12/11 16:30:33,770000,상승,(1.58%),2470
2020/12/11 16:47:33,770000,상승,(1.58%),2470
2020/12/12 05:35:59,770000,상승,(1.58%),2470
2020/12/12 05:37:34,770000,상승,(1.58%),2470
2020/12/14 14:39:59,772000,보합,(0.26%),2256
2020/12/14 14:52:41,773000,보합,(0.39%),2271
2020/12/14 15:06:40,773000,보합,(0.39%),2370
2020/12/14 15:21:25,775000,보합,(0.65%),2411
2020/12/14 15:36:19,772000,보합,(0.26%),2427
2020/12/14 16:11:35,772000,보합,(0.26%),2427
2020/12/14 16:27:37,772000,보합,(0.26%),2427
2020/12/22 00:03:03,777000,상승,(2.64%),1336
2021/01/04 14:32:48,801000,하락,(0.0%),2271
2021/01/04 14:45:23,801000,하락,(0.0%),2466
