2020/12/07 18:54:48,5810,하강,-2.02360876897133,167073
2020/12/07 19:19:56,5810,하락,(-2.02%),167073
2020/12/09 14:51:46,5810,보합,(0.69%),139121
2020/12/09 14:59:38,5820,보합,(0.87%),139450
2020/12/09 15:14:49,5800,보합,(0.52%),143921
2020/12/09 15:30:56,5810,보합,(0.69%),147656
2020/12/09 16:50:51,5810,보합,(0.69%),149258
2020/12/09 16:53:37,5810,보합,(0.69%),149258
2020/12/11 16:27:59,5790,상승,(1.05%),143352
2020/12/11 16:44:52,5790,상승,(1.05%),143352
2020/12/12 05:34:20,5790,상승,(1.05%),143352
2020/12/12 05:36:12,5790,상승,(1.05%),143352
2020/12/14 14:38:17,5630,하락,(-2.76%),146325
2020/12/14 14:50:55,5600,하락,(-3.28%),147370
2020/12/14 15:04:47,5600,하락,(-3.28%),160207
2020/12/14 15:19:22,5640,하락,(-2.59%),166271
2020/12/14 15:34:16,5650,하락,(-2.42%),168909
2020/12/14 16:10:04,5650,하락,(-2.42%),169159
2020/12/14 16:24:50,5650,하락,(-2.42%),169159
2020/12/14 16:57:51,5650,하락,(-2.42%),169159
2020/12/22 00:01:05,5780,상승,(4.9%),325564
2021/01/04 14:30:45,5340,하락,(-2.91%),125830
2021/01/04 14:43:50,5340,하락,(-2.91%),130425
