2020/12/07 18:54:17,7420,하강,-3.1331592689295085,339552
2020/12/07 19:19:19,7420,하락,(-3.13%),339552
2020/12/09 14:51:15,7420,보합,(0.27%),259654
2020/12/09 14:59:07,7420,보합,(0.27%),261799
2020/12/09 15:14:26,7440,보합,(0.54%),267145
2020/12/09 15:30:26,7460,보합,(0.81%),270245
2020/12/09 16:50:23,7420,보합,(0.27%),276822
2020/12/09 16:53:17,7420,보합,(0.27%),276822
2020/12/11 16:27:18,7310,하락,(-1.08%),195447
2020/12/11 16:44:14,7310,하락,(-1.08%),195447
2020/12/12 05:33:53,7310,하락,(-1.08%),195447
2020/12/12 05:35:50,7310,하락,(-1.08%),195447
2020/12/14 14:37:49,7220,하락,(-1.23%),260496
2020/12/14 14:50:29,7230,하락,(-1.09%),264080
2020/12/14 15:04:09,7220,하락,(-1.23%),268809
2020/12/14 15:18:53,7230,하락,(-1.09%),272751
2020/12/14 15:33:44,7220,하락,(-1.23%),279334
2020/12/14 16:09:39,7220,하락,(-1.23%),280644
2020/12/14 16:24:04,7220,하락,(-1.23%),280644
2020/12/14 16:57:13,7220,하락,(-1.23%),280644
2020/12/22 00:00:37,7520,상승,(1.21%),263299
2021/01/04 14:30:12,8060,상승,(1.0%),542469
2021/01/04 14:43:23,8060,상승,(1.0%),565927
