2020/12/07 18:54:13,4860,하강,-0.5117707267144334,34099
2020/12/07 19:19:14,4860,하락,(-0.51%),34099
2020/12/09 14:51:10,4865,하락,(-0.31%),6518
2020/12/09 14:59:02,4865,하락,(-0.31%),6518
2020/12/09 15:14:23,4865,하락,(-0.31%),6518
2020/12/09 15:30:21,4865,하락,(-0.31%),6518
2020/12/09 16:50:19,4865,하락,(-0.31%),7299
2020/12/09 16:53:14,4865,하락,(-0.31%),7299
2020/12/11 16:27:13,4880,보합,(0.21%),19640
2020/12/11 16:44:08,4880,보합,(0.21%),19640
2020/12/12 05:33:50,4880,보합,(0.21%),19640
2020/12/12 05:35:46,4880,보합,(0.21%),19640
2020/12/14 14:37:45,4870,하락,(-0.2%),18497
2020/12/14 14:50:25,4870,하락,(-0.2%),18833
2020/12/14 15:04:03,4875,하락,(-0.1%),19038
2020/12/14 15:18:47,4865,하락,(-0.31%),20342
2020/12/14 15:33:40,4875,하락,(-0.1%),21334
2020/12/14 16:09:35,4875,하락,(-0.1%),21334
2020/12/14 16:23:56,4875,하락,(-0.1%),21334
2020/12/14 16:57:08,4875,하락,(-0.1%),21334
2020/12/22 00:00:32,4960,보합,(0.3%),40404
2021/01/04 14:30:07,5160,상승,(2.99%),154878
2021/01/04 14:43:17,5170,상승,(3.19%),158779
