2020/12/07 18:55:35,615,하강,-0.646203554119551,2831677
2020/12/07 19:20:43,615,하락,(-0.65%),2831677
2020/12/09 14:52:30,613,보합,(0.16%),1745300
2020/12/09 15:00:23,612,하락,(0.0%),1755441
2020/12/09 15:15:18,613,보합,(0.16%),1782469
2020/12/09 15:31:43,605,하락,(-1.14%),2255650
2020/12/09 16:51:27,605,하락,(-1.14%),2256230
2020/12/09 16:54:07,605,하락,(-1.14%),2256230
2020/12/11 16:28:50,611,상승,(2.0%),2343989
2020/12/11 16:45:50,611,상승,(2.0%),2343989
2020/12/12 05:34:55,611,상승,(2.0%),2343989
2020/12/12 05:36:42,611,상승,(2.0%),2343989
2020/12/14 14:38:51,601,하락,(-1.64%),2266628
2020/12/14 14:51:31,601,하락,(-1.64%),2348709
2020/12/14 15:05:27,603,하락,(-1.31%),2390961
2020/12/14 15:20:05,604,하락,(-1.15%),2520167
2020/12/14 15:34:59,601,하락,(-1.64%),2532378
2020/12/14 16:10:36,601,하락,(-1.64%),2533614
2020/12/14 16:25:49,601,하락,(-1.64%),2533614
2020/12/14 16:58:42,601,하락,(-1.64%),2533614
2020/12/22 00:01:48,593,하락,(-1.33%),1733283
2021/01/04 14:31:30,581,상승,(1.04%),1517359
2021/01/04 14:44:24,579,보합,(0.7%),1525507
