2020/12/07 18:54:36,3895,하강,-1.1421319796954266,94407
2020/12/07 19:19:39,3895,하락,(-1.14%),94407
2020/12/09 14:51:33,3930,상승,(2.34%),125500
2020/12/09 14:59:25,3920,상승,(2.08%),130101
2020/12/09 15:14:40,3910,상승,(1.82%),138397
2020/12/09 15:30:44,3920,상승,(2.08%),140813
2020/12/09 16:50:39,3910,상승,(1.82%),142539
2020/12/09 16:53:29,3910,상승,(1.82%),142539
2020/12/11 16:27:40,3920,보합,(0.13%),51317
2020/12/11 16:44:35,3920,보합,(0.13%),51317
2020/12/12 05:34:09,3920,보합,(0.13%),51317
2020/12/12 05:36:03,3920,보합,(0.13%),51317
2020/12/14 14:38:04,3920,하락,(0.0%),54107
2020/12/14 14:50:45,3920,하락,(0.0%),55055
2020/12/14 15:04:35,3925,보합,(0.13%),57103
2020/12/14 15:19:10,3930,보합,(0.26%),62794
2020/12/14 15:34:04,3935,보합,(0.38%),66567
2020/12/14 16:09:55,3935,보합,(0.38%),66830
2020/12/14 16:24:31,3935,보합,(0.38%),66830
2020/12/14 16:57:35,3935,보합,(0.38%),66830
2020/12/22 00:00:53,4015,보합,(0.12%),104246
2021/01/04 14:30:31,3945,보합,(0.77%),245112
2021/01/04 14:43:39,3945,보합,(0.77%),255844
