2020/12/07 18:54:27,8220,하강,-0.24271844660194164,5552
2020/12/07 19:19:30,8220,하락,(-0.24%),5552
2020/12/09 14:51:25,8220,하락,(0.0%),3337
2020/12/09 14:59:16,8200,하락,(-0.24%),3759
2020/12/09 15:14:33,8190,하락,(-0.36%),5408
2020/12/09 15:30:36,8210,하락,(-0.12%),5527
2020/12/09 16:50:32,8220,하락,(0.0%),5710
2020/12/09 16:53:23,8220,하락,(0.0%),5710
2020/12/11 16:27:30,8290,상승,(1.47%),13699
2020/12/11 16:44:25,8290,상승,(1.47%),13699
2020/12/12 05:34:02,8290,상승,(1.47%),13699
2020/12/12 05:35:57,8290,상승,(1.47%),13699
2020/12/14 14:37:57,8240,하락,(-0.6%),7447
2020/12/14 14:50:38,8240,하락,(-0.6%),8151
2020/12/14 15:04:24,8240,하락,(-0.6%),8323
2020/12/14 15:19:03,8260,하락,(-0.36%),8376
2020/12/14 15:33:55,8270,하락,(-0.24%),8767
2020/12/14 16:09:48,8270,하락,(-0.24%),8767
2020/12/14 16:24:19,8270,하락,(-0.24%),8767
2020/12/14 16:57:26,8270,하락,(-0.24%),8767
2020/12/22 00:00:46,8330,하락,(0.0%),5009
2021/01/04 14:30:22,8640,보합,(0.58%),38046
2021/01/04 14:43:31,8630,보합,(0.47%),38048
