2020/12/07 18:55:31,6150,하강,-3.149606299212604,173048
2020/12/07 19:20:40,6150,하락,(-3.15%),173048
2020/12/09 14:52:27,6200,보합,(0.32%),68134
2020/12/09 15:00:20,6190,보합,(0.16%),69353
2020/12/09 15:15:16,6190,보합,(0.16%),76085
2020/12/09 15:31:39,6210,보합,(0.49%),79254
2020/12/09 16:51:24,6200,보합,(0.32%),80355
2020/12/09 16:54:05,6200,보합,(0.32%),80355
2020/12/11 16:28:46,6280,하락,(-0.95%),128118
2020/12/11 16:45:45,6280,하락,(-0.95%),128118
2020/12/12 05:34:52,6280,하락,(-0.95%),128118
2020/12/12 05:36:39,6280,하락,(-0.95%),128118
2020/12/14 14:38:49,6300,보합,(0.32%),76257
2020/12/14 14:51:28,6300,보합,(0.32%),78701
2020/12/14 15:05:24,6310,보합,(0.48%),82436
2020/12/14 15:20:02,6300,보합,(0.32%),86928
2020/12/14 15:34:56,6290,보합,(0.16%),88360
2020/12/14 16:10:33,6290,보합,(0.16%),88687
2020/12/14 16:25:44,6290,보합,(0.16%),88687
2020/12/14 16:58:38,6290,보합,(0.16%),88687
2020/12/22 00:01:44,6540,하락,(-0.61%),182445
2021/01/04 14:31:27,6390,보합,(0.16%),135912
2021/01/04 14:44:21,6390,보합,(0.16%),139160
