2020/12/07 18:55:08,1185,하강,-2.066115702479343,1910964
2020/12/07 19:20:16,1185,하락,(-2.07%),1910964
2020/12/09 14:52:05,1180,하락,(-0.42%),1646371
2020/12/09 14:59:58,1180,하락,(-0.42%),1658779
2020/12/09 15:15:02,1190,보합,(0.42%),1713689
2020/12/09 15:31:13,1200,상승,(1.27%),1773726
2020/12/09 16:51:07,1200,상승,(1.27%),1810957
2020/12/09 16:53:50,1200,상승,(1.27%),1810957
2020/12/11 16:28:22,1175,하락,(-0.42%),1348826
2020/12/11 16:45:19,1175,하락,(-0.42%),1348826
2020/12/12 05:34:35,1175,하락,(-0.42%),1348826
2020/12/12 05:36:25,1175,하락,(-0.42%),1348826
2020/12/14 14:38:32,1130,하락,(-3.83%),1522325
2020/12/14 14:51:12,1140,하락,(-2.98%),1625017
2020/12/14 15:05:05,1155,하락,(-1.7%),1777672
2020/12/14 15:19:39,1160,하락,(-1.28%),1885119
2020/12/14 15:34:35,1160,하락,(-1.28%),1947364
2020/12/14 16:10:18,1160,하락,(-1.28%),1947824
2020/12/14 16:25:16,1160,하락,(-1.28%),1947824
2020/12/14 16:58:15,1160,하락,(-1.28%),1947824
2020/12/22 00:01:24,1110,하락,(-3.9%),2044259
2021/01/04 14:31:06,1050,하락,(-4.55%),1566405
2021/01/04 14:44:05,1050,하락,(-4.55%),1603839
