2020/12/07 18:56:44,2940,하강,-2.3255813953488413,399130
2020/12/07 19:21:45,2940,하락,(-2.33%),399130
2020/12/09 14:53:38,2905,상승,(1.22%),336434
2020/12/09 15:01:29,2905,상승,(1.22%),337042
2020/12/09 15:16:05,2905,상승,(1.22%),345563
2020/12/09 15:32:52,2865,하락,(-0.17%),391849
2020/12/09 16:52:20,2865,하락,(-0.17%),391879
2020/12/09 16:54:52,2865,하락,(-0.17%),391879
2020/12/11 16:30:11,2980,보합,(0.51%),454428
2020/12/11 16:47:14,2980,보합,(0.51%),454428
2020/12/12 05:35:46,2980,보합,(0.51%),454428
2020/12/12 05:37:24,2980,보합,(0.51%),454428
2020/12/14 14:39:46,2930,하락,(-1.68%),274851
2020/12/14 14:52:26,2940,하락,(-1.34%),278631
2020/12/14 15:06:25,2940,하락,(-1.34%),280719
2020/12/14 15:21:14,2915,하락,(-2.18%),295574
2020/12/14 15:36:04,2915,하락,(-2.18%),301607
2020/12/14 16:11:23,2915,하락,(-2.18%),301609
2020/12/14 16:27:16,2915,하락,(-2.18%),301609
2020/12/22 00:02:49,3140,하락,(-2.79%),606996
2021/01/04 14:32:31,3375,상승,(2.74%),1213068
2021/01/04 14:45:10,3365,상승,(2.44%),1231475
